Activity.Score	MNase.Score	sgRNAscorer.Hg	WU.CRISPR	DNase	H2A.Z	H2AK5ac	H2AK9ac	H2BK120ac	H2BK12ac	H2BK15ac	H2BK20ac	H2BK5ac	H3K14ac	H3K18ac	H3K23ac	H3K23me2	H3K27ac	H3K27me3	H3K36me3	H3K4ac	H3K4me1	H3K4me2	H3K4me3	H3K56ac	H3K79me1	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H3T11ph	H4K12ac	H4K20me1	H4K5ac	H4K8ac	H4K91ac	Class	Combined
RAB1B_chr11_66038457_..2	-1.590738614	1.310714126	45.3946977884	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	51.6973488942
SCFD1_chr14_31095071_.	-1.59087513	0.742307663	79.0191612753	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	69.00958063765
PRKDC_chr8_48871812_.	-1.591032506	0.49999994	15.1771871356	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	-4.8228128644
ARCN1_chr11_118443779_.	-1.591908301	1.784000039	5.27301010365	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	-14.72698989635
ARCN1_chr11_118438983_.	-1.592186676	0.814285755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
MCL1_chr1_150550511_.	-1.592231126	0.429629654	9.8132910354	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	-10.1867089646
MCL1_chr1_150550511_..1	-1.592231126	0.429629654	9.8132910354	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	0	-10.1867089646
EIF6_chr20_33874922_.	-1.592529992	0.269230783	62.2382510953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.2382510953
EIF6_chr20_33869540_.	-1.593091542	1.149999976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-20
RAB5C_chr17_40308663_.	-1.59476644	1.0807693	69.4303383724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.4303383724
ARCN1_chr11_118447454_.	-1.595196989	1.928571463	79.0430165449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	59.0430165449
COG1_chr17_71192528_.	-1.595554333	0.957692266	7.30089237881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-12.69910762119
COG1_chr17_71192528_..1	-1.595554333	0.957692266	7.30089237881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-12.69910762119
SMC3_chr10_112327873_.	-1.597130164	0	73.5203556979	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	53.5203556979
SMC3_chr10_112327873_..1	-1.597130164	0	73.5203556979	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	53.5203556979
SMC3_chr10_112327873_..2	-1.597130164	0	73.5203556979	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	53.5203556979
TUBA1B_chr12_49529558_.	-1.597401768	0.174999982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
TUBA1B_chr12_49529558_..1	-1.597401768	0.174999982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
MCL1_chr1_150552303_.	-1.597427767	0	34.9474170126	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	14.9474170126
MCL1_chr1_150552303_..1	-1.597427767	0	34.9474170126	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	14.9474170126
COG3_chr13_46034935_.	-1.597454113	0	44.3629112868	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.6814556434
C17orf75_chr17_30665480_.	-1.59808846	3.303571224	20.0420029725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0420029725000006
C17orf75_chr17_30665480_..1	-1.59808846	3.303571224	20.0420029725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0420029725000006
TRAPPC8_chr18_29523150_.	-1.59874824	0.125925943	78.4521285205	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	58.4521285205
EIF6_chr20_33872156_.	-1.599217066	0	68.9770513781	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	48.9770513781
EIF6_chr20_33872156_..1	-1.599217066	0	68.9770513781	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	48.9770513781
ST3GAL4_chr11_126272432_.	-1.599541687	0.596428573	90.4898958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.4898958
ST3GAL4_chr11_126272432_..1	-1.599541687	0.596428573	90.4898958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.4898958
ST3GAL4_chr11_126272432_..2	-1.599541687	0.596428573	90.4898958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.4898958
ARL1_chr12_101800669_.	-1.599911192	1.577777743	22.1273664925	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	2.1273664925
TUBA1B_chr12_49524315_.	-1.60001848	0.725925922	4.53102641446	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	-15.46897358554
TUBA1B_chr12_49524315_..1	-1.60001848	0.725925922	4.53102641446	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	-15.46897358554
ST3GAL4_chr11_126278770_.	-1.600456446	0.907142758	80.64301566	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.82150783
COG1_chr17_71193008_.	-1.600797054	1.833333373	89.8546155891	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.92730779455
C17orf75_chr17_30665180_.	-1.601567134	1.39230752	52.4510644354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.4510644354
SEC16A_chr9_139383188_.	-1.602113263	0.342307746	78.0140690785	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.0140690785
PSMC6_chr14_53177488_.	-1.602576214	1.424999952	32.4858628952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12.4858628952
SCFD1_chr14_31093243_.	-1.603341879	0.540740848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	-20
SEC16A_chr9_139377563_.	-1.603350548	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	-20
ARF1_chr1_228273737_.	-1.603402849	0.892307699	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	-20
HEATR1_chr1_236771302_.	-1.603493173	4.21071434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
HEATR1_chr1_236771302_..1	-1.603493173	4.21071434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
HEATR1_chr1_236771302_..2	-1.603493173	4.21071434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
HEATR1_chr1_236771302_..3	-1.603493173	4.21071434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
MCL1_chr1_150547442_.	-1.605141648	2.09629631	1.75105790931	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	-18.24894209069
ARCN1_chr11_118447490_.	-1.605808985	2.392307758	17.2079821871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	-2.7920178129
ARCN1_chr11_118447490_..1	-1.605808985	2.392307758	17.2079821871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	-2.7920178129
ARCN1_chr11_118447490_..2	-1.605808985	2.392307758	17.2079821871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	-2.7920178129
SAR1A_chr10_71928943_.	-1.605831575	1.251851797	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	-20
CCT7_chr2_73457939_.	-1.606055255	1.446428418	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CCT7_chr2_73457939_..1	-1.606055255	1.446428418	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
GBF1_chr10_104003283_.	-1.606113406	1.079166651	11.6637151762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8.3362848238
SEC16A_chr9_139376350_.	-1.607138277	0.660000026	35.2294032606	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	15.2294032606
ST3GAL4_chr11_126278663_.	-1.608013438	1.262962937	66.1429199809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.1429199809
SYNCRIP_chr6_86355049_.	-1.60954356	2.420000076	0	33	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16.5
PSMC6_chr14_53173225_.	-1.60998915	0.48888889	24.9159995856	0	1	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	4.9159995856
EIF6_chr20_33872397_.	-1.610023964	0	64.7094653064	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	44.7094653064
EIF6_chr20_33872397_..1	-1.610023964	0	64.7094653064	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	44.7094653064
EIF6_chr20_33872397_..2	-1.610023964	0	64.7094653064	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	44.7094653064
RAB1B_chr11_66033250_.	-1.610139326	0.548000038	52.2887232416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.2887232416
ARCN1_chr11_118440562_.	-1.610357827	0.699999869	97.9603191371	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.98015956855
PRKDC_chr8_48872802_.	-1.610518769	0	87.6343425919	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	67.6343425919
PRKDC_chr8_48872802_..1	-1.610518769	0	87.6343425919	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	67.6343425919
PRKDC_chr8_48872802_..2	-1.610518769	0	87.6343425919	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	67.6343425919
PSMC6_chr14_53178298_.	-1.610668672	0.272000015	18.8022479259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.1977520741
RAB1A_chr2_65354389_.	-1.611183905	1.008333325	51.4183561691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	31.4183561691
TRAPPC11_chr4_184580326_.	-1.611491462	0	87.6083119576	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	67.6083119576
SEC24C_chr10_75505971_.	-1.611661631	0.757692337	10.4931109152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-9.5068890848
EIF6_chr20_33869668_.	-1.612035142	1.385185122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-20
EIF6_chr20_33869668_..1	-1.612035142	1.385185122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-20
CREBBP_chr16_3931364_.	-1.612578467	0.674074113	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	-20
TUBA1B_chr12_49520980_.	-1.613124364	2.256000042	46.0687289861	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	26.0687289861
CARM1_chr19_10980638_.	-1.613206652	1.444000125	40.4142189206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4142189206
TUBA1B_chr12_49524765_.	-1.613443773	0.111111104	93.397399665	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	84.1986998325
TUBA1B_chr12_49524765_..1	-1.613443773	0.111111104	93.397399665	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	84.1986998325
TUBA1B_chr12_49524765_..2	-1.613443773	0.111111104	93.397399665	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	84.1986998325
CCT7_chr2_73463168_.	-1.615976752	0.850000024	28.8277107532	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	8.8277107532
CCT7_chr2_73457424_.	-1.616365882	1.648148179	6.90634022924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-13.09365977076
QSOX2_chr9_139139643_.	-1.618391042	0.579999983	2.63997088698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-17.36002911302
PSMC6_chr14_53178346_.	-1.620007277	0.074999996	15.5399937099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.4600062901
SMC3_chr10_112322489_.	-1.621379109	1.95416677	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
ARL1_chr12_101800668_.	-1.62139273	1.564285517	81.6303731045	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	61.6303731045
ARL1_chr12_101800668_..1	-1.62139273	1.564285517	81.6303731045	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	61.6303731045
WDR11_chr10_122612101_.	-1.621630894	0.703846097	10.9951039548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	-9.0048960452
RAB5C_chr17_40302949_.	-1.622159501	0.676923037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	-20
RAB5C_chr17_40302949_..1	-1.622159501	0.676923037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	-20
ARCN1_chr11_118447623_.	-1.622311321	1.299999952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	-20
SMC3_chr10_112322452_.	-1.622463838	1.849999785	0.535065955949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-19.464934044051
SMC3_chr10_112322452_..1	-1.622463838	1.849999785	0.535065955949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-19.464934044051
ST3GAL4_chr11_126229875_.	-1.623187835	2.103846073	58.641783445	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	38.641783445
ST3GAL4_chr11_126229875_..1	-1.623187835	2.103846073	58.641783445	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	38.641783445
ILF3_chr19_10764257_.	-1.623596911	0.211538464	13.621395854	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	-6.378604146
ST3GAL4_chr11_126221992_.	-1.625005084	1.642857313	41.8564487947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	21.8564487947
ST3GAL4_chr11_126221992_..1	-1.625005084	1.642857313	41.8564487947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	21.8564487947
IGF2R_chr6_160389618_.	-1.62517859	3.840740681	55.9434464191	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	35.9434464191
COPB1_chr11_14520623_.	-1.625633843	0.099999994	24.8921074453	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	4.8921074453
COPZ1_chr12_54720247_.	-1.626041432	0.146428585	4.85965395479	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	-15.14034604521
COPZ1_chr12_54720247_..1	-1.626041432	0.146428585	4.85965395479	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	-15.14034604521
COPZ1_chr12_54720247_..2	-1.626041432	0.146428585	4.85965395479	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	-15.14034604521
CREBBP_chr16_3929613_.	-1.626468546	0.172000006	43.8894192108	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	23.8894192108
CREBBP_chr16_3929613_..1	-1.626468546	0.172000006	43.8894192108	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	23.8894192108
MCL1_chr1_150552207_.	-1.627454086	0	87.1666023275	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	67.1666023275
MCL1_chr1_150552207_..1	-1.627454086	0	87.1666023275	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	67.1666023275
MCL1_chr1_150552207_..2	-1.627454086	0	87.1666023275	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	67.1666023275
MCL1_chr1_150552207_..3	-1.627454086	0	87.1666023275	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	67.1666023275
ARL1_chr12_101802651_.	-1.627731332	0.162962973	86.9921307107	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	66.9921307107
ARL1_chr12_101802651_..1	-1.627731332	0.162962973	86.9921307107	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	66.9921307107
PSMC6_chr14_53178710_.	-1.627758107	0.764285624	56.5908939237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.5908939237
ST3GAL4_chr11_126228661_.	-1.627891767	0.614285588	72.3320904259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	52.3320904259
C17orf75_chr17_30664868_.	-1.628134852	2.132142782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
PRKDC_chr8_48873486_.	-1.629477988	0	76.4157291398	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	56.4157291398
PRKDC_chr8_48873486_..1	-1.629477988	0	76.4157291398	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	56.4157291398
PRKDC_chr8_48873486_..2	-1.629477988	0	76.4157291398	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	56.4157291398
ST3GAL4_chr11_126226658_.	-1.630169886	0.703571498	92.3910169977	76	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	84.19550849885
SEC16A_chr9_139377706_.	-1.630261013	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
COPA_chr1_160309688_.	-1.630267634	1.817856908	71.6537822401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	51.6537822401
ST3GAL4_chr11_126277365_.	-1.630373873	0.844444573	97.7947333316	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.8973666658
CREBBP_chr16_3933758_.	-1.632856824	0.904166698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
CREBBP_chr16_3933758_..1	-1.632856824	0.904166698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
SEC23IP_chr10_121655320_.	-1.632939153	1.303703785	92.9378815414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	72.9378815414
COG1_chr17_71194087_.	-1.632952419	1.549999833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
COPA_chr1_160317167_.	-1.63338168	0.425000042	63.9972361808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.9972361808
ST3GAL4_chr11_126280099_.	-1.634412076	1.125000119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
ST3GAL4_chr11_126280099_..1	-1.634412076	1.125000119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20
TUBA1B_chr12_49524345_.	-1.634572181	0.318518519	50.66066561	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	30.66066561
TUBA1B_chr12_49524345_..1	-1.634572181	0.318518519	50.66066561	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	30.66066561
